"ROW_ID","ROW_VERSION","participant_id","dt_passive","cloud_cover_IQR","cloud_cover_mean","cloud_cover_median","cloud_cover_std","dew_point_IQR","dew_point_mean","dew_point_median","dew_point_std","humidity_IQR","humidity_mean","humidity_median","humidity_std","precip_sum","temp_IQR","temp_mean","temp_median","temp_std"
"89905","68","EN00046","2016-09-28","0.26","0.15","0","0.22","1","49.69","49.59","0.68","0.21","0.41","0.44","0.1","0","15.13","76.03","74.62","7.51"
"89906","68","EN00046","2016-09-29","0","0","0","0","1.38","49.88","49.81","1.39","0.2","0.4","0.45","0.1","0","16.66","77.57","75.71","8.3"
"89907","68","EN00046","2016-09-30","0","0.01","0","0.03","1.51","51.27","51.03","1.03","0.21","0.43","0.49","0.11","0","15.68","76.9","74.78","8.08"
"89908","68","EN00046","2016-10-01","0.01","0.02","0","0.04","3.12","50.27","50.68","1.68","0.24","0.47","0.51","0.13","0","14.61","73.09","70.37","7.83"
"89909","68","EN00046","2016-10-02","0.47","0.47","0.53","0.33","3.39","48.67","48.16","1.85","0.15","0.57","0.61","0.12","0","10.59","65.05","63.2","6.23"
"89910","68","EN00046","2016-10-03","0.09","0.1","0.02","0.18","2.14","47.83","48.14","1.24","0.26","0.62","0.67","0.14","0","12.38","62.02","60.84","6.82"
"89911","68","EN00046","2016-10-04","0.44","0.19","0.06","0.26","3.66","50.1","49.07","2.28","0.27","0.65","0.74","0.15","0","12.66","63.19","61.69","7.45"
"89912","68","EN00046","2016-10-05","0.86","0.4","0.47","0.39","1.77","51.42","51.15","1.06","0.22","0.66","0.76","0.13","0","9.72","63.54","60.84","5.91"
"89913","68","EN00046","2016-10-06","0","0","0","0","9.56","42.52","42.93","5.36","0.5","0.46","0.38","0.24","0","20.9","68.08","68.44","10.93"
"89914","68","EN00046","2016-10-07","0.02","0.1","0","0.26","5.91","26.12","25.07","4.62","0.14","0.19","0.18","0.09","0","18.82","74.26","73.3","9.88"
"89915","68","EN00046","2016-10-08","0","0","0","0","2.61","27.16","26.67","2.4","0.09","0.18","0.21","0.05","0","18.01","75.29","73.01","9.41"
"89916","68","EN00046","2016-10-09","0","0.04","0","0.08","5.52","33.63","33.43","3.67","0.11","0.23","0.25","0.06","0","19.35","75.32","74.36","10.2"
"89917","68","EN00046","2016-10-10","0","0","0","0","6.06","42.23","40.64","3.68","0.13","0.35","0.37","0.1","0","16.28","73.18","69.96","8.77"
"89918","68","EN00046","2016-10-11","0.48","0.27","0.12","0.27","5.02","50.62","50.65","2.63","0.17","0.6","0.62","0.1","0","10.95","65.21","63.06","6.39"
"89919","68","EN00046","2016-10-12","1","0.51","0.56","0.46","1.78","51.21","51.03","1.3","0.13","0.69","0.72","0.11","0","8.26","62.04","59.37","5.65"
"89920","68","EN00046","2016-10-13","0.18","0.175","0.1","0.25","2.97","50.235","50.465","1.985","0.24","0.615","0.675","0.145","0","15.19","64.77","63.39","8.17"
"89921","68","EN00046","2016-10-14","0.27","0.24","0.2","0.3","2.33","48.79","48.72","1.48","0.24","0.56","0.64","0.13","0","13.77","66.06","63.44","8.26"
"89922","68","EN00046","2016-10-15","0.51","0.28","0.13","0.34","3.34","52.59","52.37","2.47","0.23","0.68","0.76","0.15","0","13.91","64.28","63.12","8.02"
"89923","68","EN00046","2016-10-16","0.83","0.5","0.6","0.4","0.51","55.4","55.39","0.63","0.23","0.72","0.79","0.13","0","9.95","65.16","63.19","5.81"
"89924","68","EN00046","2016-10-17","0.54","0.66","0.82","0.36","2.58","56.06","55.79","1.73","0.08","0.8","0.82","0.07","0.01","7.13","62.51","60.54","4.02"
"89925","68","EN00046","2016-10-18","0.88","0.39","0.33","0.42","1.46","51.28","51.39","1.28","0.29","0.65","0.65","0.16","0","14.21","64.22","63","7.86"
"89926","68","EN00046","2016-10-19","0","0.065","0","0.17","10.725","43.84","45.425","7.025","0.44","0.45","0.37","0.225","0","21.195","70.87","71.86","10.18"
"89927","68","EN00046","2016-10-20","0","0.07","0","0.2","1.3","19.03","19.12","1.11","0.05","0.11","0.13","0.03","0","16.33","78.42","76.92","9"
"89928","68","EN00046","2016-10-21","0","0","0","0","4.62","21.47","21.1","3.15","0.05","0.13","0.14","0.04","0","17.03","77.27","73.09","9.1"
"89929","68","EN00046","2016-10-22","0","0.04","0","0.19","6.32","28.05","26.78","3.27","0.08","0.2","0.22","0.05","0","16.47","72.45","69.77","8.8"
"89930","68","EN00046","2016-10-23","0.65","0.25","0","0.33","19.08","40.48","39.53","9.22","0.16","0.39","0.32","0.12","0.02","7.37","67.35","67.7","3.85"
"89931","68","EN00046","2016-10-24","0.25","0.81","0.83","0.2","1.67","53.07","53.42","0.89","0.07","0.67","0.66","0.06","0.22","3","64.29","64.19","2.11"
"89932","68","EN00046","2016-10-25","0.48","0.23","0.04","0.28","1.28","53.43","53.44","1.03","0.27","0.7","0.73","0.15","0","11.51","64.12","62.97","6.92"
"89933","68","EN00046","2016-10-26","0","0.035","0","0.16","2.46","51.98","52.17","1.68","0.19","0.585","0.635","0.115","0","11.77","67.745","66.475","7.455"
"89934","68","EN00046","2016-10-27","0.07","0.04","0","0.07","1.63","50.66","50.88","1.25","0.22","0.52","0.56","0.11","0","14.03","69.79","69.84","6.97"
"89935","68","EN00046","2016-10-28","0.48","0.3","0.16","0.34","1.01","51.9","52.09","0.98","0.2","0.55","0.59","0.1","0","9.46","69.13","68.48","4.88"
"89936","68","EN00046","2016-10-29","0.07","0.08","0","0.14","0.94","53.66","53.69","0.78","0.26","0.55","0.56","0.13","0","14.63","71.64","71.92","7.65"
"89937","68","EN00046","2016-10-30","0.385","0.71","0.875","0.33","1.355","56.51","56.76","0.715","0.135","0.755","0.76","0.085","0.02","3.87","64.615","64.195","2.875"
"89938","68","EN00046","2016-10-31","0.69","0.43","0.49","0.33","4.52","51.04","52.05","2.32","0.25","0.77","0.82","0.14","0","6.55","58.86","57.27","4.18"
"89939","68","EN00046","2016-11-01","0.43","0.36","0.38","0.27","2.58","47.07","47.44","1.78","0.19","0.71","0.78","0.11","0","9.41","56.87","55.99","5.58"
"89940","68","EN00046","2016-11-02","0","0","0","0","12.88","37.82","40.29","6.64","0.5","0.46","0.36","0.25","0","19.72","63.25","64.77","9.91"
"89941","68","EN00046","2016-11-03","0","0","0","0","3.39","31.91","31.91","2.15","0.11","0.26","0.28","0.06","0","14.53","69.6","67.76","8.29"
"89942","68","EN00046","2016-11-04","0","0.03","0","0.09","5.54","37.57","36.84","2.96","0.12","0.32","0.35","0.08","0","14.01","69.42","66.94","7.87"
"89943","68","EN00046","2016-11-05","0.06","0.06","0","0.1","3.46","40.96","40.63","1.91","0.17","0.38","0.43","0.09","0","15.23","68.61","65.82","8.41"
"89944","68","EN00046","2016-11-06","0.15","0.19","0.07","0.31","2.06","40.52","40.18","1.96","0.17","0.42","0.47","0.1","0","12.69","65.16","61.37","7.92"
"89945","68","EN00046","2016-11-07","0.045","0.07","0","0.13","2.705","38.015","37.47","2.505","0.15","0.345","0.375","0.09","0","15.815","68.2","66.785","9.04"
"89946","68","EN00046","2016-11-08","0","0.035","0","0.105","1.44","36.43","36.605","1.175","0.115","0.25","0.26","0.06","0","15.71","75.845","74.86","8.455"
"89947","68","EN00046","2016-11-09","0","0","0","0","5.24","32.91","33.07","3.24","0.11","0.2","0.17","0.05","0","12.5","78.33","76.76","6.15"
"89948","68","EN00046","2016-11-10","0","0","0","0","2.165","26.61","26.245","1.34","0.075","0.165","0.185","0.045","0","13.15","75.38","73.345","7.03"
"89949","68","EN00046","2016-11-11","0","0.01","0","0.04","3.57","29.35","30.1","2.38","0.09","0.22","0.23","0.05","0","15.47","71.21","69.13","8.39"
"89950","68","EN00046","2016-11-12","0","0.05","0","0.2","2.86","35.67","36.45","1.75","0.13","0.31","0.35","0.07","0","15.47","68.13","66.74","7.95"
"89951","68","EN00046","2016-11-13","0","0.08","0","0.19","1.93","33.64","34.08","1.33","0.14","0.26","0.27","0.08","0","14.34","71.5","69.07","8.6"
"89952","68","EN00046","2016-11-14","0","0.025","0","0.13","3.175","30.29","30.155","1.96","0.115","0.22","0.26","0.065","0","15.16","72.515","69.45","8.895"
"89953","68","EN00046","2016-11-15","0.045","0.075","0","0.185","11.035","34.455","30.605","6","0.12","0.295","0.275","0.105","0","12.275","69.175","65.895","7.67"
"89954","68","EN00046","2016-11-16","0.425","0.605","0.685","0.27","9.025","47.17","48.89","4.415","0.175","0.63","0.605","0.11","0","7.285","60.12","58.895","4.53"
"89955","68","EN00046","2016-11-17","0","0.11","0","0.21","16.19","31.55","34.43","12.32","0.49","0.43","0.33","0.26","0","9.3","58.48","58.33","6.26"
"89956","68","EN00046","2016-11-18","0","0.01","0","0.04","3.61","7.96","7.7","2.06","0.05","0.12","0.13","0.03","0","14","61.98","58.99","7.88"
"89957","68","EN00046","2016-11-19","0.05","0.09","0","0.19","15.86","17.82","15.65","7.66","0.09","0.18","0.18","0.06","0","15.8","62.58","62.58","8.05"
"89958","68","EN00046","2016-11-20","0.3","0.76","0.83","0.28","20.39","37.89","35.06","10.28","0.41","0.47","0.35","0.22","0.03","5.64","60.63","58.79","4.48"
"89959","68","EN00046","2016-11-22","0.41","0.22","0.01","0.28","2.28","47.13","47.13","1.3","0.26","0.75","0.78","0.15","0","10.24","55.72","54","6.36"
"89960","68","EN00046","2016-11-23","0.01","0.04","0","0.12","2.22","43.78","44.19","1.72","0.21","0.66","0.69","0.14","0","11.13","55.78","54.44","7.2"
"89961","68","EN00046","2016-11-24","0","0.08","0","0.24","12.37","23.35","24.9","7.97","0.2","0.26","0.18","0.14","0","13.82","62.47","60.57","8.02"
"89962","68","EN00046","2016-11-25","0","0.15","0","0.31","4.86","14.96","16.17","2.77","0.05","0.17","0.19","0.05","0","12.77","60.67","56.85","8.24"
"89963","68","EN00046","2016-11-26","0.89","0.55","0.71","0.4","25.27","33.38","42.56","11.87","0.56","0.56","0.57","0.25","0.34","5.06","50.91","49.91","4.13"
"89964","68","EN00046","2016-11-27","0.43","0.74","0.93","0.32","4.02","46.05","46.05","2.22","0.03","0.87","0.87","0.02","0.38","4.65","49.71","49.01","2.63"
"89965","68","EN00046","2016-11-28","0.58","0.47","0.46","0.35","4.4","43.55","44.37","2.13","0.13","0.8","0.85","0.09","0.01","8.69","49.57","49.63","4.56"
"89966","68","EN00046","2016-11-29","0","0.08","0","0.195","11.515","29.09","26.88","6.97","0.39","0.45","0.335","0.22","0","11.555","52.79","51.635","6.865"
"89967","68","EN00046","2016-11-30","0","0.01","0","0.05","9.41","25.96","23.99","4.65","0.15","0.38","0.39","0.11","0","11.02","51.84","49.49","7.23"
"89968","68","EN00046","2016-12-01","0.56","0.29","0.16","0.29","6.12","36.99","36.11","3.63","0.12","0.59","0.63","0.12","0","10.49","51.65","51.66","5.82"
"89969","68","EN00046","2016-12-02","0","0.1","0","0.24","16.99","22.51","19.68","10.66","0.29","0.37","0.23","0.22","0","7.07","51.81","50.49","4.45"
"89970","68","EN00046","2016-12-03","0","0.02","0","0.07","5.09","14.33","12.87","2.61","0.08","0.21","0.24","0.05","0","12.76","53.82","52.75","6.76"
"89971","68","EN00046","2016-12-04","0","0.07","0","0.24","5.6","21.51","21.7","2.7","0.09","0.24","0.27","0.06","0","14.3","59.3","57.24","8.53"
"89972","68","EN00046","2016-12-05","0.42","0.28","0.07","0.36","21.85","36.32","35.5","10.19","0.32","0.54","0.4","0.23","0","6.06","54.2","52.83","4.76"
"89973","68","EN00046","2016-12-06","0.2","0.78","0.78","0.15","1.4","47.22","47.27","1.02","0.2","0.82","0.88","0.1","0","5.07","52.72","52","2.96"
"89974","68","EN00047","2016-09-12","0.04","0.03","0.04","0.03","2.83","53.65","53.05","1.96","0.37","0.6","0.63","0.17","0","15.92","69.31","69.4","7.76"
"89975","68","EN00047","2016-09-13","0.18","0.16","0.06","0.21","2.41","64.16","65.41","2.83","0.28","0.77","0.81","0.15","0","12.69","72.57","72.16","8.5"
"89976","68","EN00047","2016-09-14","0.02","0.07","0.02","0.13","2.37","62.55","63.07","2.42","0.4","0.7","0.74","0.22","0","14.98","74.67","72.59","9.03"
"89977","68","EN00047","2016-09-15","0.19","0.81","0.85","0.16","2.79","58.34","59.09","1.86","0.12","0.73","0.74","0.07","0","4.58","67.4","66.61","3.19"
"89978","68","EN00047","2016-09-16","0.2","0.89","0.91","0.11","1.29","58.13","58.15","0.76","0.23","0.74","0.76","0.12","0","7.3","67.21","67.21","4.22"
"89979","68","EN00047","2016-09-17","0.2","0.77","0.95","0.35","4.74","63.9","64.77","2.6","0.15","0.81","0.82","0.08","0","11.11","70.32","70.45","5.38"
"89980","68","EN00047","2016-09-18","0.47","0.53","0.57","0.19","0.06","70.63","70.63","0.02","0.04","0.93","0.94","0.02","0","1.08","72.74","72.55","0.46"
"89981","68","EN00047","2016-09-19","0.28","0.84","0.94","0.18","1.35","69.23","69.53","1.52","0.01","0.97","0.98","0.01","0.16","1.82","70.08","70.35","1.8"
"89982","68","EN00047","2016-09-20","0.43","0.44","0.37","0.3","3.23","66.78","66.9","1.66","0.16","0.91","0.97","0.1","0","8.67","69.81","68.06","4.88"
"89983","68","EN00047","2016-09-21","0.09","0.16","0.09","0.19","1.93","64.25","64.64","1.22","0.26","0.84","0.9","0.14","0","11.78","69.93","68.77","6.32"
"89984","68","EN00047","2016-09-22","0.04","0.02","0.01","0.03","1.34","60.13","60.39","1.04","0.45","0.73","0.75","0.21","0","18.33","70.5","69.79","8.88"
"89985","68","EN00048","2016-08-23","0.65","0.28","0.07","0.3","4.33","67.48","68.06","2.2","0.36","0.7","0.7","0.16","0","18.99","78.83","81.01","8.56"
"89986","68","EN00048","2016-08-24","0.02","0.01","0","0.01","0.84","70.91","70.97","0.35","0.02","0.94","0.94","0.01","0","1.38","72.75","72.69","0.56"
"89987","68","EN00048","2016-08-25","0.28","0.23","0.22","0.2","1.27","70.45","70.89","0.97","0.31","0.75","0.8","0.17","0","13.47","79.98","79.11","7.51"
"89988","68","EN00048","2016-08-26","0.65","0.36","0.34","0.31","1.58","71.49","71.5","0.89","0.36","0.71","0.69","0.17","0.06","15.87","82.94","83.51","7.58"
"89989","68","EN00052","2016-09-12","0","0","0","0","0.51","52.24","52.26","0.21","0.03","0.86","0.86","0.01","0","1.31","56.28","56.47","0.55"
"89990","68","EN00052","2016-09-13","0.05","0.05","0","0.1","2.92","56.83","58.19","3.06","0.32","0.67","0.73","0.17","0","13.45","69.55","69.47","10.24"
"89991","68","EN00052","2016-09-14","0.75","0.48","0.52","0.35","6.63","56.12","56.95","4.04","0.16","0.75","0.75","0.1","0","9.04","64.58","68.56","6.14"
"89992","68","EN00052","2016-09-15","0","0.02","0","0.05","1.51","47.72","47.56","1.53","0.3","0.74","0.85","0.18","0","14.67","57.08","55.04","8.05"
"89993","68","EN00052","2016-09-16","0","0.01","0","0.02","6.49","53.66","56.92","5.15","0.24","0.7","0.72","0.16","0","16.92","64.79","67.03","11.06"
"89994","68","EN00052","2016-09-17","0.8","0.58","0.73","0.39","6.52","63.49","65.68","4","0.1","0.81","0.79","0.1","1.03","6.76","69.9","68.86","4.49"
"89995","68","EN00052","2016-09-18","0.19","0.77","0.8","0.17","1.25","66.54","66.42","1.05","0.1","0.88","0.96","0.11","0.26","5.89","70.44","68.74","4.44"
"89996","68","EN00052","2016-09-19","0.46","0.24","0.19","0.23","2.1","63.44","63.5","1.38","0.28","0.82","0.88","0.14","0","11.66","69.72","68.89","6.05"
"89997","68","EN00055","2016-09-12","0","0.1","0","0.22","3.39","55.2","56.07","2.25","0.21","0.65","0.66","0.11","0","14.35","67.73","68.23","6.96"
"89998","68","EN00055","2016-09-13","0.38","0.72","0.74","0.26","5.47","61.33","60.98","3.1","0.1","0.83","0.83","0.06","0.02","4","66.87","65.97","2.46"
"89999","68","EN00055","2016-09-14","0.05","0.02","0","0.02","0.29","54.64","54.49","0.14","0.01","0.92","0.92","0.01","0","0.65","56.7","56.38","0.32"
"90000","68","EN00055","2016-09-15","0.34","0.18","0.03","0.27","2.35","58.44","59.27","2.81","0.23","0.8","0.83","0.11","0","11.65","64.97","65.37","6.44"
"90001","68","EN00055","2016-09-16","0.44","0.51","0.53","0.26","6.22","64.93","66.53","3.17","0.15","0.79","0.8","0.09","0.03","10.85","72.09","70.35","5.47"
"90002","68","EN00055","2016-09-17","0.43","0.34","0.37","0.3","2.15","59.6","60.12","1.91","0.27","0.79","0.83","0.14","0","8.43","66.87","64.65","4.98"
"90003","68","EN00055","2016-09-18","0.12","0.07","0","0.115","3.41","56.53","56.82","2.145","0.295","0.765","0.83","0.155","0","14.485","64.98","65.375","7.72"
"90004","68","EN00055","2016-09-19","0.38","0.245","0.09","0.325","1.805","72.7","73.17","1.22","0.27","0.81","0.84","0.14","0.01","9.785","79.675","78.165","5.305"
"90005","68","EN00055","2016-09-20","0.27","0.16","0.1","0.18","0.61","75.21","75.17","0.72","0.26","0.78","0.82","0.13","0","10.22","83.16","82.02","5.24"
"90006","68","EN00055","2016-09-21","0.36","0.24","0.27","0.23","0.49","75.11","74.94","0.76","0.22","0.8","0.83","0.12","0.01","8.86","82.34","81.08","4.68"
"90007","68","EN00055","2016-09-22","0.43","0.28","0.18","0.27","2.68","73.93","74.12","1.69","0.29","0.81","0.9","0.13","0.12","12.57","80.72","76.78","6.31"
"90008","68","EN00055","2016-09-23","0.32","0.19","0.06","0.22","1.64","73.99","73.89","1.32","0.22","0.82","0.87","0.12","0.03","11.16","80.33","78.38","5.84"
"90009","68","EN00055","2016-09-24","0.49","0.23","0","0.31","3.36","74.08","73.62","1.77","0.21","0.85","0.9","0.11","0.08","10.48","79.3","76.83","5.3"
"90010","68","EN00055","2016-09-25","0.56","0.3","0.17","0.33","1.52","74.15","74.1","1.35","0.21","0.85","0.92","0.12","0.12","9.55","79.34","77.38","5.64"
"90011","68","EN00055","2016-09-26","0.21","0.12","0.09","0.14","2.12","73.84","73.67","1.41","0.15","0.86","0.87","0.09","0","6.39","78.71","76.64","3.98"
"90012","68","EN00055","2016-09-27","0.47","0.23","0.18","0.24","1.07","72.78","72.58","1.06","0.14","0.85","0.92","0.1","0.05","7.57","77.83","75.71","4.85"
"90013","68","EN00055","2016-09-28","0.365","0.5","0.695","0.28","2.575","62.845","63.675","1.52","0.195","0.825","0.85","0.1","0.1","9.86","68.73","68.285","4.8"
"90014","68","EN00055","2016-09-29","0","1","1","0","0.04","55.6","55.58","0.02","0","0.85","0.85","0","0","0.02","60.08","60.07","0.01"
"90015","68","EN00055","2016-09-30","0","1","1","0","1.75","57.25","57.49","0.87","0.04","0.93","0.94","0.03","0.14","0.59","59.16","59.07","0.5"
"90016","68","EN00055","2016-10-01","0","0.985","1","0.035","0.585","57.78","57.88","0.435","0.01","0.96","0.965","0.015","0.19","0.69","58.945","59.04","0.515"
"90017","68","EN00055","2016-10-02","0.14","0.9","1","0.17","1.13","56.63","56.67","1.22","0.06","0.94","0.94","0.04","0.02","3.21","58.42","57.79","1.91"
"90018","68","EN00055","2016-10-03","0.55","0.48","0.6","0.31","4.25","53.88","53.58","2.42","0.13","0.87","0.91","0.08","0","9.19","57.8","56.61","4.81"
"90019","68","EN00055","2016-10-04","0.98","0.58","1","0.47","1.51","58.64","58.47","1.37","0.11","0.86","0.85","0.07","0","4.52","63.14","63.17","3.23"
"90020","68","EN00055","2016-10-05","0.22","0.19","0.05","0.28","3.27","58.6","58.56","3.12","0.12","0.81","0.85","0.1","0.01","8.45","64.78","63.32","6"
"90021","68","EN00055","2016-10-06","0.34","0.75","0.91","0.28","9.55","60.24","63.52","5.35","0.03","0.93","0.93","0.03","0.04","9.06","62.17","64.53","5.49"
"90022","68","EN00055","2016-10-07","0.76","0.49","0.69","0.38","20.93","49.66","45.01","10.36","0.17","0.78","0.8","0.12","0.03","11.96","56.36","55.21","7.47"
"90023","68","EN00055","2016-10-08","0.04","0.28","0","0.25","2.49","34.99","34.18","2","0.29","0.69","0.74","0.16","0","10.6","45.6","47.43","6.57"
"90024","68","EN00055","2016-10-09","0.75","0.4","0.17","0.38","7.91","43.9","44.66","3.79","0.13","0.76","0.75","0.07","0","12.25","51.35","48.76","5.46"
"90025","68","EN00055","2016-10-10","0","0","0","0.02","9.3","49.1","51.24","4.37","0.2","0.75","0.76","0.1","0","15.47","57.11","59.47","7.65"
"90026","68","EN00055","2016-10-11","0.83","0.43","0.31","0.38","1.01","52.6","52.57","0.98","0.19","0.71","0.72","0.11","0.01","9.37","62.36","60.13","5.13"
"90027","68","EN00055","2016-10-12","0.14","0.29","0.09","0.31","6.76","50.45","50.57","3.49","0.13","0.74","0.73","0.07","0.04","11.58","60.05","59.03","6.72"
"90028","68","EN00055","2016-10-13","0.25","0.84","0.875","0.17","0.505","72.595","72.615","0.68","0.09","0.775","0.775","0.065","0.03","4.195","80.505","81.31","2.565"
"90029","68","EN00055","2016-10-14","0.18","0.3","0.21","0.22","0.51","72.95","73.06","0.5","0.12","0.75","0.76","0.06","0","3.99","81.96","81","2.53"
"90030","68","EN00055","2016-10-15","0.44","0.51","0.48","0.22","0.71","74.3","74.25","0.81","0.07","0.78","0.8","0.04","0","4.07","81.84","81.01","2.14"
"90031","68","EN00055","2016-10-16","0.29","0.7","0.75","0.23","2","61.95","62.44","1.04","0.08","0.79","0.83","0.06","0.02","4.44","70.03","67.05","2.59"
"90032","68","EN00055","2016-10-17","0.75","0.64","0.8","0.37","2.78","65.22","65.33","1.43","0.22","0.83","0.84","0.12","0","7.93","70.96","71.61","4.43"
